rep,n,bin,method,bias,variance,rmse,binlabel,pop
66,10,0,Supp,0.030086108430936658,1.9252211215816006,1.3878495219230789,0-1000,CEU
66,10,0,Cal,-0.025029616438724006,0.02531586258226508,0.16106627294792267,0-1000,CEU
66,10,0,mCal,-0.05159042996264902,0.027701538668927193,0.17425013954846116,0-1000,CEU
66,10,0,Flex,-0.027362028632702096,0.032975668346047315,0.18364190414212145,0-1000,CEU
66,10,1,Samp,0.04641248658068289,0.03240081455867852,0.18588957332050818,1000-10000,CEU
66,10,1,BS,-0.03468292921511954,0.03979986911407524,0.20249141881328261,1000-10000,CEU
66,10,1,Rag,-0.01878548826777154,0.11533231732455121,0.3401252885246991,1000-10000,CEU
66,10,1,Supp,-0.21452798846735596,2.0734741465730404,1.4558490321489004,1000-10000,CEU
66,10,1,Cal,-0.021598213968862502,0.030313972095809306,0.17544359476040747,1000-10000,CEU
66,10,1,mCal,-0.05578728070706933,0.03282964889471215,0.18958341062287465,1000-10000,CEU
66,10,1,Flex,-0.03043708512341824,0.03936607422107466,0.20072989406634198,1000-10000,CEU
66,10,2,Samp,0.08418814949249721,0.023842911159377707,0.17587084941612344,10000-100000,CEU
66,10,2,BS,-0.01724989878732272,0.029802095811267002,0.17349252093228654,10000-100000,CEU
66,10,2,Rag,-0.015418361215205284,0.048862177724646516,0.22158498050907932,10000-100000,CEU
66,10,2,Supp,-0.01863997745445713,1.7462835804905876,1.3216016908471668,10000-100000,CEU
66,10,2,Cal,0.015045814484578241,0.019061956241826956,0.13888244228602584,10000-100000,CEU
66,10,2,mCal,-0.027772695827849084,0.020458871033041174,0.1457058463706498,10000-100000,CEU
66,10,2,Flex,-0.014879931596379086,0.025665541236531156,0.16089423109870682,10000-100000,CEU
66,10,3,Samp,0.10461175046344409,0.017831933106684874,0.16963357993543252,100000-1000000,CEU
66,10,3,BS,-0.006366957266551783,0.022556114444479875,0.15032183004911154,100000-1000000,CEU
66,10,3,Rag,-0.006034543422561934,0.023361606746077148,0.1529641214808098,100000-1000000,CEU
66,10,3,Supp,-0.0649289092584292,1.5657954720321159,1.2530008919747844,100000-1000000,CEU
66,10,3,Cal,0.04264833805635348,0.011044356894424163,0.11341621415561873,100000-1000000,CEU
66,10,3,mCal,-0.003243970017461554,0.012115735800624708,0.11011929504904623,100000-1000000,CEU
66,10,3,Flex,0.006120998620053223,0.017639676716393184,0.1329554186203025,100000-1000000,CEU
66,25,0,Samp,0.018075611379423165,0.011180853744120353,0.10727339591371332,0-1000,CEU
66,25,0,BS,-0.006539127548243157,0.012159531344215308,0.11046398296869211,0-1000,CEU
66,25,0,Rag,0.003975805151115957,0.056033718444274454,0.23674780985444002,0-1000,CEU
66,25,0,Supp,-0.015906907598181117,1.6034898454124853,1.2663897011275094,0-1000,CEU
66,25,0,Cal,-0.013492454915145613,0.01003650266209167,0.10108683891451403,0-1000,CEU
66,25,0,mCal,-0.024831181221592877,0.010528167032866558,0.10556871976928651,0-1000,CEU
